Plant Species Name,Insect Species Name,DBIF Source,Interaction Frequency
Hieracium pilosella,Macrolabis pilosellae,"Niblett, M.(1948) Entomologist 81 142-144",1
Hieracium pilosella,Macrolabis pilosellae,"Buhr, H. (1964) Bestimmungstabellen der gallen (zoo-und phytocecidien) an pflanzen Mittel-und NordEuropas 1 1-761",1
Hieracium pilosella,Nasonovia (Nasonovia) pilosellae,"Stroyan, H.L.G.(1955) Trans. r. ent. Soc. Lond. 106 283-340",1
Hieracium pilosella,Ophiomyia pulicaria,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hieracium pilosella,Oxyptilus parvidactyla,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hieracium pilosella,Oxyptilus pilosellae,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hieracium pilosella,Phytomyza rufescens,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hieracium umbellatum,Eupteryx notata,"Payne, K.(1981) Entomologist's mon. Mag. 117 167-172",1
Hieracium umbellatum,Melanagromyza dettmeri,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hierochloe odorata,Cerodontha muscina,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hierochloe odorata,Cosmopterix orichalcea,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hippocrepis comosa,Colias alfacariensis,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Hippocrepis comosa,Erynnis tages,"Lear, N.W.(1986) Entomologist's Rec. J. Var. 98 82-82",1
Hippocrepis comosa,Erynnis tages,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hippocrepis comosa,Hemitrichapion (Tinocyba) waltoni,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",1
Hippocrepis comosa,Hemitrichapion (Tinocyba) waltoni,"Morris, M.G.(1982) Proc. Dorset nat. Hist. archaeol. Soc. 104 159-164",1
Hippocrepis comosa,Meligethes erichsonii,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",1
Hippocrepis comosa,Oncocera semirubella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hippocrepis comosa,Polyommatus bellargus,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Hippocrepis comosa,Polyommatus bellargus,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Hippocrepis comosa,Polyommatus bellargus,"Thomas, J.A.(1983) J. appl. Ecol. 20:1 59-83",1
Hippocrepis comosa,Polyommatus coridon,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Hippocrepis comosa,Polyommatus coridon,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hippocrepis comosa,Polyommatus coridon,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Hippocrepis comosa,Scopula marginepunctata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hippocrepis comosa,Scotopteryx bipunctaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hippocrepis comosa,Scotopteryx bipunctaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hippocrepis comosa,Zygaena trifolii,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hippophae rhamnoides,Aceria hippophanea,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Hippophae rhamnoides,Aceria hippophanea,"Macfarlane, D. (1983) Acarina: Eriophyidae  ",1
Hippophae rhamnoides,Adela croesella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hippophae rhamnoides,Cacoecimorpha pronubana,"Winter, T.G.(1982) Entomologist's Gaz. 33 229-230",1
Hippophae rhamnoides,Cacopsylla zetterstedti,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Hippophae rhamnoides,Ditula angustiorana,"Harranger, J.(1983)  :346 45-46",1
Hippophae rhamnoides,Eupithecia innotata form fraxinata,"Fairclough, R.F.(1980) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 13 132-132",1
Hippophae rhamnoides,Eupithecia innotata form fraxinata,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Hippophae rhamnoides,Euproctis chrysorrhoea,"Alford, D.V.(1981) Advis. Leafl. Minist. Agric. Fish. Fd. 40 1-10",1
Hippophae rhamnoides,Euproctis chrysorrhoea,"Alford, D.V. & Moreton, B.D.(1978) Advis. Leafl. Minist. Agric. Fish. Fd. MGD:51 1-9",1
Hippophae rhamnoides,Euproctis chrysorrhoea,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hippophae rhamnoides,Euproctis chrysorrhoea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hippophae rhamnoides,Gelechia hippophaella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hippophae rhamnoides,Hyles hippophaes,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Hippophae rhamnoides,Psylla hippophaes,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Hippophae rhamnoides,Spilonota ocellana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hippuris vulgaris,Eubrychius velutus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Hippuris vulgaris,Phytobius leucogaster,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Holcus lanatus,Agromyza nigrella,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Agromyza nigripes,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Arthaldeus pascuellus,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Baliothrips dispar,"Morison, G.D.(1948) Lond. Nat. (Suppl.) 27 37-75",1
Holcus lanatus,Capsus ater,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Holcus lanatus,Cerapteryx graminis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Holcus lanatus,Cerodontha denticornis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Cerodontha flavocingulata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Chromatomyia nigra,"Robbins, J. (1984-04-02) Leaf miners  ",1
Holcus lanatus,Chromatomyia nigra,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Conioscinella frontella,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus lanatus,Deltocephalus pulicaris,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Dicranotropis hamata,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Dicranotropis hamata,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus lanatus,Doratura stylata,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Elymana sulphurella,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus lanatus,Elymana sulphurella,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Errastunus ocellaris,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus lanatus,Errastunus ocellaris,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Euscelis incisus,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Euscelis lineolatus,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Geomyza balachowskyi,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus lanatus,Hydrellia maura,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus lanatus,Javesella pellucida,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Lasiommata megera,"Heath, J., Pollard, E. & Thomas, J. (1984) Atlas of Butterflies in Britain and Ireland  1-158",1
Holcus lanatus,Leptopterna dolabrata,"Gibson, C.W.D.(1976) Oecologia 25:1 55-76",1
Holcus lanatus,Liriomyza flaveola,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Liriomyza phryne,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus lanatus,Macrosteles laevis,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Macrosteles variatus,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Mayetiola holci,"Buhr, H. (1964) Bestimmungstabellen der gallen (zoo-und phytocecidien) an pflanzen Mittel-und NordEuropas 1 1-761",1
Holcus lanatus,Mocydiopsis parvicauda,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Muellerianella fairmairei,"Booik, C.J.H.(1981) Neth. J. Zool. 31:3 572-595",1
Holcus lanatus,Neophilaenus lineatus,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Notostira elongata,"Gibson, C.W.D.(1976) Oecologia 25:1 55-76",1
Holcus lanatus,Ochlodes venata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Holcus lanatus,Omphaloscelis lunosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Holcus lanatus,Opomyza germinationis,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus lanatus,Opomyza petrei,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus lanatus,Phorbia fumigata,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",2
Holcus lanatus,Psammotettix confinis,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Recilia coronifera,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus lanatus,Rhopalosiphum padi,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Holcus lanatus,Ribautodelphax angulosa,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Stenodema (Stenodema) laevigata,"Gibson, C.W.D.(1976) Oecologia 25:1 55-76",1
Holcus lanatus,Streptanus sordidus,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Thymelicus sylvestris,"Heath, J., Pollard, E. & Thomas, J. (1984) Atlas of Butterflies in Britain and Ireland  1-158",1
Holcus lanatus,Thymelicus sylvestris,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Holcus lanatus,Thymelicus sylvestris,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Holcus lanatus,Thymelicus sylvestris,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Holcus lanatus,Verdanus abdominalis,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus lanatus,Zyginidia scutellaris,"Prestidge, R.A. & McNeill, S.(1983) Ecol. Entomol. 8 331-339",1
Holcus lanatus,Zyginidia scutellaris,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus mollis,Acanthococcus pseudinsignis,() Hemiptera: Coccoidea Slide Collection  ,1
Holcus mollis,Acanthococcus pseudinsignis,"Williams, D.J.(1985) Bull. Br. Mus. nat. Hist., B. 51:4 347-393",1
Holcus mollis,Agromyza nigripes,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus mollis,Chromatomyia nigra,"Robbins, J. (1984-04-02) Leaf miners  ",1
Holcus mollis,Dicranotropis hamata,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus mollis,Diuraphis (Holcaphis) holci,"Packham, J.M.(1982) Proc. 5th Int. symp. Insect-plant relationships  429-430",1
Holcus mollis,Elachista canapennella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Holcus mollis,Elachista rufocinerea,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Holcus mollis,Elymana sulphurella,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus mollis,Errastunus ocellaris,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus mollis,Geomyza balachowskyi,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus mollis,Heterococcus pulverarius,"Williams, D.J.(1962) Bull. Br. Mus. nat. Hist., B. 12:1 1-79",1
Holcus mollis,Hydrellia maura,"Nye, I.W.B.(1958) Trans. r. ent. Soc. Lond. 110:15 411-487",1
Holcus mollis,Liriomyza flaveola,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Holcus mollis,Mayetiola holci,"Buhr, H. (1964) Bestimmungstabellen der gallen (zoo-und phytocecidien) an pflanzen Mittel-und NordEuropas 1 1-761",1
Holcus mollis,Mesapamea secalis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Holcus mollis,Mesapamea secalis,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Holcus mollis,Ochlodes venata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Holcus mollis,Recilia coronifera,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus mollis,Sipha (Sipha) glyceriae,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Holcus mollis,Sitobion (Sitobion) avenae,"Watt, A.D., in ed. Thresh, J.M. (1981) Pests Pathogens and Vegetation  299-305",1
Holcus mollis,Verdanus abdominalis,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Holcus mollis,Zyginidia scutellaris,"Waloff, N. & Thompson, P.(1980) J. Ecol. 49 395-416",1
Honckenya peploides,Acyrthosiphon auctus,"Stroyan, H.L.G.(1957) Trans. r. ent. Soc. Lond. 109 311-360",1
Honckenya peploides,Agrotis vestigialis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Honckenya peploides,Delia quadripila,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Honckenya peploides,Euxoa cursoria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Honckenya peploides,Euxoa cursoria,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Honckenya peploides,Idaea ochrata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hordeum distichon,Cephus pygmeus,"Jones, F.G.W. & Jones, M.G. (1974 ) Pests of Field Crops  ",1
Hordeum distichon,Hydraecia micacea,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hordeum distichon,Litoligia literosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hordeum distichon,Oria musculosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hordeum distichon,Phyllotreta vittula,"Jones, F.G.W. & Jones, M.G. (1974 ) Pests of Field Crops  ",1
Hordeum distichon,Zabrus tenebrioides,"Bassett, P.(1978) Pl. Path. 27:1 1-51",1
Hordeum murinum,Agromyza albipennis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hordeum murinum,Agromyza nigrociliata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hordeum murinum,Melanaphis pyraria,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Hordeum murinum,Miridius quadrivirgatus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Hordeum murinum,Sipha (Rungsia) elegans,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Hordeum vulgare,Agriotes lineatus,Anon.(1980) Advis. Leafl. Minist. Agric. Fish. Fd. :199 1-7,1
Hordeum vulgare,Agriotes obscurus,Anon.(1980) Advis. Leafl. Minist. Agric. Fish. Fd. :199 1-7,1
Hordeum vulgare,Agriotes sputator,Anon.(1980) Advis. Leafl. Minist. Agric. Fish. Fd. :199 1-7,1
Hordeum vulgare,Agromyza albipennis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hordeum vulgare,Agromyza ambigua,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Agromyza intermittens,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Agromyza nigrella,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Agromyza rondensis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hordeum vulgare,Agromyza rondensis,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Apamea sordens,"Jones, F.G.W. & Jones, M.G. (1974 ) Pests of Field Crops  ",1
Hordeum vulgare,Athous (Athous) haemorrhoidalis,Anon.(1980) Advis. Leafl. Minist. Agric. Fish. Fd. :199 1-7,1
Hordeum vulgare,Cerodontha denticornis,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Cerodontha incisa,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Cerodontha lateralis,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Chlorops pumilionis,Anon.(1976) Advis. Leafl. Minist. Agric. Fish. Fd. :174 -,1
Hordeum vulgare,Chromatomyia nigra,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Liriomyza flaveola,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Oscinella frit,"Guile, C.T.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. CDP:56 1-7",1
Hordeum vulgare,Pseudonapomyza atra,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Hordeum vulgare,Rhopalosiphum padi,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Hordeum vulgare,Sipha (Rungsia) elegans,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Hordeum vulgare,Sipha (Sipha) glyceriae,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Humulus lupulus,Abrostola triplasia,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Humulus lupulus,Abrostola triplasia,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Humulus lupulus,Acherontia atropos,"Aindow, P.A. & Aindow, P.A.(1988) Bull. amat. Ent. Soc. 47:359 89-96",1
Humulus lupulus,Acronicta rumicis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Humulus lupulus,Acronicta rumicis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Humulus lupulus,Aglais io,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Humulus lupulus,Aglais io,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Humulus lupulus,Aglais io,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Humulus lupulus,Agromyza flaviceps,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Humulus lupulus,Agromyza igniceps,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Humulus lupulus,Anorthoa munda,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Humulus lupulus,Anorthoa munda,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Humulus lupulus,Autographa gamma,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Humulus lupulus,Axylia putris,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
