Plant Species Name,Insect Species Name,DBIF Source,Interaction Frequency
Glechoma hederacea,Rondaniola bursaria,() Diptera: Cecidomyiidae Slide Collection  ,1
Glechoma hederacea,Rondaniola bursaria,"Niblett, M.(1941) Entomologist 74 221-224",1
Glechoma hederacea,Scopula marginepunctata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Glechoma hederacea,Trachys scrobiculatus,"Levey, B.(1977) Handbk Ident. Br. Insects V:1B 1-8",1
Glechoma hederacea,Xanthorhoe ferrugata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Glyceria declinata,Sipha (Sipha) glyceriae,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Glyceria fluitans,Agromyza nigrella,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Glyceria fluitans,Agromyza nigripes,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Glyceria fluitans,Donacia aquatica,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",1
Glyceria fluitans,Donacia sparganii,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Glyceria fluitans,Ischnodemus sabuleti,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Glyceria fluitans,Sipha (Sipha) glyceriae,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Glyceria fluitans,Tenthredopsis coquebertii,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Glyceria fluitans,Teratocoris antennatus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Glyceria maxima,Agromyza alunulata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Glyceria maxima,Agromyza lucida,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Glyceria maxima,Agromyza nigripes,"Robbins, J. (1984-04-02) Leaf miners  ",1
Glyceria maxima,Agromyza nigripes,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Glyceria maxima,Calamoncosis glyceriae,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Glyceria maxima,Chilo phragmitella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Glyceria maxima,Deltote bankiana,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Glyceria maxima,Deltote bankiana,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Glyceria maxima,Denticucullus pygmina,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Glyceria maxima,Donacaula forficella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Glyceria maxima,Donacaula forficella,"Goater, B. (1986) British Pyralid Moths  1-175",1
Glyceria maxima,Donacaula mucronella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Glyceria maxima,Donacia semicuprea,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Glyceria maxima,Elachista poae,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Glyceria maxima,Euchaetothrips kroli,"Morison, G.D.(1948) Lond. Nat. (Suppl.) 27 37-75",1
Glyceria maxima,Euchaetothrips kroli,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Glyceria maxima,Hydrellia thoracica,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Glyceria maxima,Lateroligia ophiogramma,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Glyceria maxima,Notaris acridulus,"Read, R.W.J.(1981) Entomologist's Rec. J. Var. 93 73-74",1
Glyceria maxima,Notiphila riparia,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Glyceria maxima,Octodiplosis glyceriae,"Bagnall, R.S. & Heslop Harrison, J.W.(1922) Entomologist's Rec. J. Var. 34 149-154",1
Glyceria maxima,Orthotelia sparganella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Glyceria maxima,Schoenobius gigantella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Gnaphalium sylvaticum,Ophiomyia gnaphalii,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hedera helix,Abraxas grossulariata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hedera helix,Acasis viretata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hedera helix,Acasis viretata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Alcis repandata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Anobium inexspectatum,"Mendel, H.(1985) Entomologist's mon. Mag. 121 58-58",1
Hedera helix,Aphis (Aphis) hederae,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Hedera helix,Cacoecimorpha pronubana,"Vernon, J.D.R.(1984) Advis. Leafl. Minist. Agric. Fish. Fd. :786 1-6",1
Hedera helix,Cacoecimorpha pronubana,"West, B.K.(1982) Entomologist's Rec. J. Var. 74 38-38",1
Hedera helix,Calepitrimerus hederae,"Massee, A.M. (1965) Acarina: Eriophyidae  ",1
Hedera helix,Calepitrimerus hederae,"Macfarlane, D. in eds. Evans, G.O. et al. (1981) The Acari a Practical Manual :VII 1-33",1
Hedera helix,Celastrina argiolus,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Hedera helix,Celastrina argiolus,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Choristoneura hebenstreitella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hedera helix,Derephysia (Derephysia) foliacea,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Hedera helix,Ditula angustiorana,"Harranger, J.(1983)  :346 45-46",1
Hedera helix,Eupoecilia ambiguella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hedera helix,Herminia tarsipennalis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Idaea rusticata subsp. rusticata,"West, B.K.(1980) Entomologist's Rec. J. Var. 92 31-32",1
Hedera helix,Issus coleoptratus,"Le Quesne, W.J.(1960) Handbk Ident. Br. Insects II:3 1-68",1
Hedera helix,Kissophagus hederae,"Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77",1
Hedera helix,Kissophagus hederae,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Hedera helix,Kissophagus hederae,"Duffy, E.A.J.(1953) Handbk Ident. Br. Insects V:15 1-20",1
Hedera helix,Liophloeus tessulatus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Hedera helix,Liophloeus tessulatus,"Johnson, C.(1965) Entomologist's mon. Mag. 101 268-268",1
Hedera helix,Lozotaenia forsterana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hedera helix,Melanchra persicariae,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hedera helix,Melanchra persicariae,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Mormo maura,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Hedera helix,Ochina ptinoides,"Hicken, N.E. (1963) The insect factor in wood decay  ",1
Hedera helix,Ochina ptinoides,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Hedera helix,Ochina ptinoides,"Parkin, E.A.(1933) Bull. Ent. Res. 24 33-68",1
Hedera helix,Oedemera (Oncomera) femoralis,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Hedera helix,Oomorphus concolor,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Hedera helix,Ourapteryx sambucaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hedera helix,Ourapteryx sambucaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Parthenolecanium corni,"Boratynski, K. & Dicker, G.H.L.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. :88 1-7",1
Hedera helix,Peribatodes rhomboidaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Peribatodes rhomboidaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hedera helix,Phloeophagus lignarius,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Hedera helix,Pinalitus cervinus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Hedera helix,Polymixis flavicincta,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hedera helix,Ribautiana debilis,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Hedera helix,Siphoninus immaculatus,"Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17:9 399-428",1
Hedera helix,Trypodendron domesticum,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Helianthemum apenninum,Macroplax preyssleri,"Dolling, W.R.(1970) Entomologist's mon. Mag. 106 155-156",1
Helianthemum chamaecistus,Aceria rosalia,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Helianthemum chamaecistus,Acleris aspersana,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Adscita geryon,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Aphis (Aphis) cliftonensis,"Stroyan, H.L.G.(1964) Trans. r. ent. Soc. Lond. 116 29-72",1
Helianthemum chamaecistus,Aphis (Aphis) cliftonensis,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Helianthemum chamaecistus,Aphis helianthemi thermophila,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Aphis helianthemi thermophila,"Stroyan, H.L.G.(1957) Trans. r. ent. Soc. Lond. 109 311-360",1
Helianthemum chamaecistus,Aphis helianthemi thermophila,"Stroyan, H.L.G.(1964) Trans. r. ent. Soc. Lond. 116 29-72",1
Helianthemum chamaecistus,Aphis helianthemi thermophila,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Helianthemum chamaecistus,Aphthona herbigrada,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Aricia agestis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Aricia agestis,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Helianthemum chamaecistus,Aricia agestis,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Helianthemum chamaecistus,Aricia artaxerxes,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Helianthemum chamaecistus,Aricia artaxerxes,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Aricia artaxerxes,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Helianthemum chamaecistus,Batracomorphus irroratus,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Callophrys rubi,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Helianthemum chamaecistus,Callophrys rubi,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Helianthemum chamaecistus,Callophrys rubi,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Callophrys rubi,"Heath, J., Pollard, E. & Thomas, J. (1984) Atlas of Butterflies in Britain and Ireland  1-158",1
Helianthemum chamaecistus,Celypha lacunana,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Charissa obscurata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Cnephasia asseclana,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Cnephasia longana,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Coleophora ochrea,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Helianthemum chamaecistus,Coleophora ochrea,"Heal, N.F.(1984) Entomologist's Rec. J. Var. 96 132-133",1
Helianthemum chamaecistus,Contarinia helianthemi,() Diptera: Cecidomyiidae Slide Collection  ,1
Helianthemum chamaecistus,Contarinia helianthemi,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Contarinia helianthemi,"Niblett, M.(1942) Entomologist 75 109-112",1
Helianthemum chamaecistus,Emelyanoviana contraria,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Helianthemum chamaecistus,Euxoa obelisca,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Helianthemum chamaecistus,Euxoa obelisca,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Haplothrips helianthemi,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Idaea dilutaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Helianthemum chamaecistus,Macroplax preyssleri,"Dolling, W.R.(1970) Entomologist's mon. Mag. 106 155-156",1
Helianthemum chamaecistus,Macroplax preyssleri,"Askew, R.R.(1985) Entomologist's mon. Mag. 121 8-8",1
Helianthemum chamaecistus,Mantura matthewsii,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Meligethes brevis,"Joy, N.H. (1932) A practical handbook of British beetles 1 ",1
Helianthemum chamaecistus,Meligethes solidus,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Mesophleps silacella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Helianthemum chamaecistus,Mompha miscella,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Philaenus spumarius,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Plagiognathus (Plagiognathus) chrysanthemi,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Strongylocoris leucocephalus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Helianthemum chamaecistus,Teleiodes sequax,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Helianthemum chamaecistus,Teleiodes sequax,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Teleiodes sequax,"Sokoloff, P.A.(1985) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 18 99-105",1
Helianthemum chamaecistus,Tinicephalus (Tinicephalus) hortulanus,"Davis, B.N.K.(1986) Naturalist, Hull 111 9-15",1
Helianthemum chamaecistus,Tinicephalus (Tinicephalus) hortulanus,"Woodroffe, G.E.(1960) Entomologist's mon. Mag. 96 152-152",1
Helianthemum chamaecistus,Tinicephalus (Tinicephalus) hortulanus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Helianthemum chamaecistus,Xestia ashworthii,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Helianthemum oelandicum,Teleiodes sequax,"Sokoloff, P.A.(1985) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 18 99-105",1
Helianthus annuus,Liriomyza strigata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Helictotrichon pratense,Elachista bedellella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Helictotrichon pratense,Eremobia ochroleuca,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Helictotrichon pubescens,Agrochola lychnidis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Heracleum mantegazzianum,Eupteryx aurata,"Stilling, P.D.(1980) Ecol. Entomol. 5 79-85",1
Heracleum mantegazzianum,Phytomyza spondylii,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Heracleum sphondylium,Agapanthia villosoviridescens,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Heracleum sphondylium,Agapanthia villosoviridescens,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Heracleum sphondylium,Agonopterix angelicella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Agonopterix ciliella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Agonopterix heracliana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Autographa pulchrina,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Heracleum sphondylium,Callosobruchus chinensis,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Heracleum sphondylium,Dasypolia templi,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Heracleum sphondylium,Depressaria discipunctella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Depressaria radiella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Dysaphis (Dysaphis) lauberti,"Stroyan, H.L.G. (1963) A Revision of the British species of <Dysaphis> Borner (<Sappaphis> auctt. nec Mats.) :No 2 1-119",1
Heracleum sphondylium,Dysaphis (Dysaphis) newskyi,"Stroyan, H.L.G.(1952) Proc. r. ent. Soc. Lond. 21 117-130",1
Heracleum sphondylium,Dysaphis (Dysaphis) newskyi,"Stroyan, H.L.G. (1963) A Revision of the British species of <Dysaphis> Borner (<Sappaphis> auctt. nec Mats.) :No 2 1-119",1
Heracleum sphondylium,Epermenia chaerophyllella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Epermenia farreni,"Hulme, P.D.(1980) Entomologist's Rec. J. Var. 92 171-171",1
Heracleum sphondylium,Euleia heraclei,"Robbins, J. (1984-04-02) Leaf miners  ",1
Heracleum sphondylium,Eupithecia tripunctaria,"Corley, M.F.V.(1984) Entomologist's Gaz. 35:2 76-77",1
Heracleum sphondylium,Eupithecia tripunctaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Heracleum sphondylium,Eupithecia trisignaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Heracleum sphondylium,Eupithecia trisignaria,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Heracleum sphondylium,Eupteryx aurata,"Stilling, P.D.(1980) Ecol. Entomol. 5 79-85",1
Heracleum sphondylium,Eupteryx aurata,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Heracleum sphondylium,Euxoa nigricans,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Heracleum sphondylium,Euxoa nigricans,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Heracleum sphondylium,Liophloeus tessulatus,"Johnson, C.(1965) Entomologist's mon. Mag. 101 268-268",1
Heracleum sphondylium,Liophloeus tessulatus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Heracleum sphondylium,Liparus germanus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Heracleum sphondylium,Macrolabis heraclei,() Diptera: Cecidomyiidae Slide Collection  ,1
Heracleum sphondylium,Macrolabis heraclei,"Niblett, M.(1941) Entomologist 74 221-224",1
Heracleum sphondylium,Melanagromyza angeliciphaga,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Heracleum sphondylium,Ophiomyia heracleivora,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Heracleum sphondylium,Orthops (Orthops) basalis,"Woodroffe, G.E.(1973) Entomologist's mon. Mag. 109 223-225",1
Heracleum sphondylium,Palloptera trimacula,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Heracleum sphondylium,Pammene aurana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Pammene gallicana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Phaedon tumidulus,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Heracleum sphondylium,Phaulernis fulviguttella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Phytoecia cylindrica,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Heracleum sphondylium,Phytomyza heracleana,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Heracleum sphondylium,Phytomyza sphondyliivora,"Griffiths, G.C.D.(1973) Quaest. Entomol. 9 219-253",1
Heracleum sphondylium,Phytomyza sphondyliivora,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Heracleum sphondylium,Phytomyza sphondyliivora,"Bland, K.P.(1983) Entomologist's Rec. J. Var. 95 77-79",1
Heracleum sphondylium,Phytomyza spondylii,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Heracleum sphondylium,Phytomyza spondylii,"Griffiths, G.C.D.(1973) Quaest. Entomol. 9 219-253",1
Heracleum sphondylium,Sitochroa palealis,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Heracleum sphondylium,Thrips vulgatissimus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Heracleum sphondylium,Trioza apicalis,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Hesperis matronalis,Anthocharis cardamines,"Dennis, R.L.H.(1982) Entomologist's Gaz. 33 151-159",1
Hesperis matronalis,Anthocharis cardamines,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Hesperis matronalis,Anthocharis cardamines,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hesperis matronalis,Anthocharis cardamines,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hesperis matronalis,Chromatomyia horticola,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Hesperis matronalis,Pieris napi,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hesperis matronalis,Pieris napi,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hesperis matronalis,Plutella porrectella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hieracium pilosella,Aceria pilosellae,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Hieracium pilosella,Aceria pilosellae,"Niblett, M.(1959) Lond. Nat. 38 51-54",1
Hieracium pilosella,Aphis (Aphis) pilosellae,"Stroyan, H.L.G.(1957) Trans. r. ent. Soc. Lond. 109 311-360",1
Hieracium pilosella,Aulacidea pilosellae,"Eady, R.D. * Quinlan, J.(1963) Handbk Ident. Br. Insects VIII:1A 1-81",1
Hieracium pilosella,Autographa bractea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hieracium pilosella,Callophrys rubi,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hieracium pilosella,Callophrys rubi,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Hieracium pilosella,Contarinia pilosellae,"Niblett, M.(1948) Entomologist 81 142-144",1
Hieracium pilosella,Contarinia pilosellae,"Bagnall, R.S. & Heslop Harrison, J.W.(1921) Entomologist's Rec. J. Var. 33 166-169",1
Hieracium pilosella,Coriomeris denticulatus,"Thomas, D.C.(1955) Entomologist 88 33-36",1
Hieracium pilosella,Crombrugghia distans,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Hieracium pilosella,Cucullia umbratica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hieracium pilosella,Diacrisia sannio,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hieracium pilosella,Diacrisia sannio,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hieracium pilosella,Eupithecia satyrata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hieracium pilosella,Eupteryx notata,"Payne, K.(1981) Entomologist's mon. Mag. 117 167-172",1
Hieracium pilosella,Hada plebeja,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hieracium pilosella,Hecatera bicolorata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Hieracium pilosella,Hecatera bicolorata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Hieracium pilosella,Heterostylodes nominabilis,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Hieracium pilosella,Hoplomachus thunbergii,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
